STT,CID,SMILES,IC50 (uM),"1,3-diphenylurea",1H-indazole,Beta-carboline,Dihydropyridine,Furan,"Imidazo(2,1-b)thiazole",Imidazole,Indole,Isoquinoline,"Naphtho(2,3-d)imidazole-4,9-dione","Naphtho(2,3-d)thiazole-4,9-dione",Naphthoquinone,Quinoline,Quinone,Quinoxaline,Thiohydantoin,Thiophene,Triazole,Tryptophan,"1H-indole-4,7-dione","5H-imidazo(5,1-a)isoindole",Brassinin,Tryptanthrin,"3-(1H-indol-3-yl)pyrrolidine-2,5-dione",Other
2932,162654328,C[C@H](C1=NC2=C(C=C1)N(CCC2)C(=O)C3=CC(=CC=C3)Cl)NC(=O)C4=CC=C(C=C4)Cl,"0,0016",,,,,,,,,,,,,,,,,,,,,,,,,x
2933,162654556,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)OCC4=CC=CC=C4,10,,,,,,,,x,,,,,,,,,,,,,,x,,,
2934,162654565,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)C#N)C(=O)O)Cl)F,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
2935,162654566,C1=CC(=C(C=C1Cl)Cl)CSC(=O)SCCN.Cl,"1,015",,,,,,,,,,,,,,,,,,,,,,,,,x
2936,162654652,COC1=CC(=CC(=C1)SC2=CNC3=C2C=CC(=C3Cl)Cl)OC,90,,,,,,,,x,,,,,,,,,,,,,,x,,,
2937,162654769,C1=CC(=C(C=C1NC(=O)CSC2=C(C=CC(=N2)C#N)C(F)(F)F)Cl)F,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,x
2938,162654938,C1CN(CCC1C2=CC=NC3=CC=NN23)C(=O)C(=O)NC4=NC=C(C=C4)Cl,"0,433",,,,,,,,,,,,,,,,,,,,,,,,,x
2939,162655330,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CN=C(C=C3)OC,"3,41",,,,,,,,x,,,,,,,,,,,,,,x,,,
2940,162655440,C1=CC(=CC(=C1)Cl)CC(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO,"0,199",,,,,,,,,,,,,,,,,,,,,,,,,x
2941,162655540,C[C@H](C1=NC2=C(C=C1)N(CCC2)C3=CC=CC=N3)NC(=O)C4=CC=C(C=C4)F,"1,697",,,,,,,,,,,,,,,,,,,,,,,,,x
2942,162655582,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl)C(F)(F)F,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
2943,162655784,C1CN(CCC1C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO)C(=O)C3=CC=CC=C3,"0,1935",,,,,,,,,,,,,,,,,,,,,,,,,x
2944,162656025,C1=CC(=C(C=C1NC2=C3C=CNC3=C(C=C2)F)Cl)F,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
2945,162656094,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNC(=O)CNC3=CC=C(C4=NON=C34)[N+](=O)[O-])NO)Br)F,"3,1575",,,,,,,,,,,,,,,,,,,,,,,,,x
2946,162656437,C1=CC(=C(C=C1C(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)Br)F,"0,1016666667",,,,,,,,,,,,,,,,,,,,,,,,,x
2947,162656671,C[C@H](C1=NC2=C(C=C1)N(CCC2)C(=O)OC3COC3)NC(=O)C4=CC=C(C=C4)F,"0,019",,,,,,,,,,,,,,,,,,,,,,,,,x
2948,162656812,C[C@H](C1=NC2=C(C=C1)N(CCC2)C3=CN=CC=C3)NC(=O)C4=CC=C(C=C4)F,"0,304",,,,,,,,,,,,,,,,,,,,,,,,,x
2949,162656889,COC1=CC=CC=C1SC2=CNC3=C2C=C(C=C3)F,32,,,,,,,,x,,,,,,,,,,,,,,x,,,
2950,162656907,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)OC(F)(F)F,"1,37",,,,,,,,x,,,,,,,,,,,,,,x,,,
2951,162656996,CCC(C1CCC(CC1)OC2=CC=NC3=CC=CC=C32)NC4=NN=C(O4)C5=CC=C(C=C5)OC,"0,459",,,,,,,,,,,,,x,,,,,,,,,,,,
2952,162657152,C1=CC=C(C=C1)CCC2=CC=CC=C2CSC(=O)OCC(C(=O)O)N.Cl,"0,94",,,,,,,,,,,,,,,,,,,,,,,,,x
2953,162657244,C1=CC(=CC(=C1)F)C(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO,"0,1346666667",,,,,,,,,,,,,,,,,,,,,,,,,x
2954,162657719,COC1=CC(=CC(=C1)SC2=CNC3=CC=CC=C32)OC,25,,,,,,,,x,,,,,,,,,,,,,,x,,,
2955,162657940,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)N)Cl)F,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
2956,162658315,C1=CC(=C(C=C1N=C(C(=O)C2=CN=CS2)NO)Br)F,"1,772",,,,,,,,,,,,,,,,,,,,,,,,,x
2957,162658413,COC1=CC(=CC(=C1)NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)C(F)(F)F,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
2958,162658462,C1=CC=C(C=C1)C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO,"0,919",,,,,,,,,,,,,,,,,,,,,,,,,x
2959,162658470,COC1=CC=CC=C1SC2=CNC3=C2C=C(C=C3)Br,24,,,,,,,,x,,,,,,,,,,,,,,x,,,
2960,162658506,COC1=CC(=CC(=C1)NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
2961,162658724,CC1=C(SC=C1)C(=O)CC2=C(C(=O)C3=CC=CC=C3C2=O)C,40,,,,,,,,,,,,x,,,,,x,,,,,,,,
2962,162658766,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC=C(C=C3)OC(F)(F)F,"23,7",,,,,,,,x,,,,,,,,,,,,,,x,,,
2963,162658799,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)C#N)F,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
2964,162658821,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl)OC(F)(F)F,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
2965,162658863,CCOC1=CC2=C(C=C1)NC=C2SC3=CC=CC=C3OC,200,,,,,,,,x,,,,,,,,,,,,,,x,,,
2966,162659106,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC=C(C=C3)OC,"1,71",,,,,,,,x,,,,,,,,,,,,,,x,,,
2967,162659110,C1=CC(=C(C=C1N=C(C(=O)N)NO)Cl)F,24,,,,,,,,,,,,,,,,,,,,,,,,,x
2968,162659158,CCC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)C(F)(F)F)NC4=NN=C(O4)C5=CC=C(C=C5)OC,"0,05",,,,,,,,,,,,,x,,,,,,,,,,,,
2969,162659400,C[C@H](C1=NC2=C(C=C1)N(CCC2)C(=O)OCC(F)(F)F)NC(=O)C3=CC=C(C=C3)F,"0,281",,,,,,,,,,,,,,,,,,,,,,,,,x
2970,162659409,CCOC1=C(C=CC(=C1)NC2=CC(=CC3=C2C=C(N3)C(=O)O)NC(=O)C)F,"2,2",,,,,,,,x,,,,,,,,,,,,,,x,,,
2971,162659851,C1=CC(=C(C=C1N=C(C(=O)NCCCNS(=O)(=O)N)NO)Cl)F,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,x
2972,162659908,C1=CC(=CC=C1C(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)Cl,"0,113",,,,,,,,,,,,,,,,,,,,,,,,,x
2973,162660160,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)OC(F)(F)F)F,"16,3",,,,,,,,x,,,,,,,,,,,,,,x,,,
2974,162660312,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Br)F,"9,93",,,,,,,,x,,,,,,,,,,,,,,x,,,
2975,162660379,C1CC(CCC1C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO)C(=O)NC3=CC=CC=C3,"0,1735",,,,,,,,,,,,,,,,,,,,,,,,,x
2976,162660510,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=NC=C(C=C3)F,"10,8",,,,,,,,x,,,,,,,,,,,,,,x,,,
2977,162660635,C[C@H](C1=NC2=C(C=C1)N(CCC2)C(=O)C3(CC3)C(F)(F)F)NC(=O)C4=CC=C(C=C4)F,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,x
2978,162660705,CCNC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)Cl,"1,75",,,,,,,,x,,,,,,,,,,,,,,x,,,
2979,162660785,CCOCC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)C(F)(F)F)NC4=NN=C(O4)C5=CC=C(C=C5)OC,"0,0545",,,,,,,,,,,,,x,,,,,,,,,,,,
2980,162661028,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)OC4=CC=CC=C4,"5,83",,,,,,,,x,,,,,,,,,,,,,,x,,,
2981,162661070,C1=CC(=C(C=C1CC(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)F)F,"0,05266666667",,,,,,,,,,,,,,,,,,,,,,,,,x
2982,162661289,CC(C1CCC2(CC1)C3=C(CN2C)C=C(C=C3)C(F)(F)F)C(=O)NC4=CC=C(C=C4)Cl,"0,0083",,,,,,,,,,,,,,,,,,,,,,,,,x
2983,162661442,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)F,"1,17",,,,,,,,x,,,,,,,,,,,,,,x,,,
2984,162661919,C[C@H](C1=NC2=C(C=C1)N(CCC2)C(=O)OC3CCC3)NC(=O)C4=CC=C(C=C4)F,"0,0008",,,,,,,,,,,,,,,,,,,,,,,,,x
2985,162662030,C[C@H](C1=NC2=C(C=C1)N(CCC2)C3=NC(=NC=C3)C#N)NC(=O)C4=CC=C(C=C4)F,"0,015",,,,,,,,,,,,,,,,,,,,,,,,,x
2986,162662035,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)F)F,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
2987,162662091,CCCOC1=C(C=CC(=C1)NC2=CC(=CC3=C2C=C(N3)C(=O)O)NC(=O)C)F,"1,48",,,,,,,,x,,,,,,,,,,,,,,x,,,
2988,162662415,C1=CC(=C(C=C1NC(=O)NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl)F,100,x,,,,,,,x,,,,,,,,,,,,,,x,,,
2989,162662485,COC1=CC(=CC(=C1)SC2=CNC3=C2C=CC=C3Cl)OC,200,,,,,,,,x,,,,,,,,,,,,,,x,,,
2990,162662621,CS(=O)(=O)NCCCNC(=O)C(=NC1=CC(=C(C=C1)F)Br)NO,"0,34",,,,,,,,,,,,,,,,,,,,,,,,,x
2991,162662675,COC1=CC(=CC(=C1)SC2=CNC3=C2C=CC=N3)OC,200,,,,,,,,,,,,,,,,,,,,,,,,,x
2992,162663060,C[C@H](C1=NC2=C(C=C1)N(CCC2)C3=NC=NC=C3)NC(=O)C4=CC=C(C=C4)F,"0,0017",,,,,,,,,,,,,,,,,,,,,,,,,x
2993,162663129,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)OC,"1,23",,,,,,,,x,,,,,,,,,,,,,,x,,,
2994,162663203,C1CC(CCC1CNC(=O)C2=CC=CC=C2)C(=O)C(=NC3=CC(=C(C=C3)F)Br)NO,"0,142",,,,,,,,,,,,,,,,,,,,,,,,,x
2995,162663271,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl)Cl,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
2996,162663315,C[C@H](C1=CC2=C(C=C1)N(CCC2(F)F)C(=O)C3=CC(=CC=C3)Cl)NC(=O)C4=CC=C(C=C4)Cl,"0,007",,,,,,,,,,,,,,,,,,,,,,,,,x
2997,162663453,C1=CC(=C(C=C1Cl)Cl)CSC(=O)OCCN.Cl,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,x
2998,162663481,COC1=CC=C(C=C1)CCSC(=O)SCC2=C(C=C(C=C2)Cl)Cl,"0,235",,,,,,,,,,,,,,,,,,,,,,,,,x
2999,162663643,C1CN(CCC1C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO)S(=O)(=O)N,"0,054",,,,,,,,,,,,,,,,,,,,,,,,,x
3000,162663671,CC1=NC=CC(=N1)N2CCCC3=C2C=CC(=N3)[C@@H](C)NC(=O)C4=CC=C(C=C4)F,"0,0037",,,,,,,,,,,,,,,,,,,,,,,,,x
3001,162663724,CC(C)(C)OC(=O)NCCOC(=O)SCC1=C(C=C(C=C1)Cl)Cl,"0,995",,,,,,,,,,,,,,,,,,,,,,,,,x
3002,162663853,C1=CC=C(C=C1)CSC(=O)SCCC2=CC(=CC=C2)O,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,x
3003,162664646,C1CCC(CC1)CC(=NC2=CC(=C(C=C2)F)Br)NO,"0,5375",,,,,,,,,,,,,,,,,,,,,,,,,x
3004,162664664,C1=CC=C(C(=C1)C(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)Br,"0,07",,,,,,,,,,,,,,,,,,,,,,,,,x
3005,162664987,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC=C(C=C3)OC(F)F,"3,18",,,,,,,,x,,,,,,,,,,,,,,x,,,
3006,162665552,C1=CSC(=C1)C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO,"0,1945",,,,,,,,,,,,,,,,,x,,,,,,,,
3007,162665880,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C#N)Cl)F,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
3008,162666191,C[C@H](C1=NC2=C(C=C1)N(CCC2)C3=NC(=NC=C3)C(F)(F)F)NC(=O)C4=CC=C(C=C4)F,"0,042",,,,,,,,,,,,,,,,,,,,,,,,,x
3009,162666670,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC=CC4=C3C=NN4,"7,52",,x,,,,,,x,,,,,,,,,,,,,,x,,,
3010,162666992,CC(C)(C)OC(=O)NCCOC(=O)SCC1=CC=CC=C1,"6,5",,,,,,,,,,,,,,,,,,,,,,,,,x
3011,162667611,CC(=O)NC1=C2C(=C(C=C1)NC3=CC(=C(C=C3)F)Cl)C=C(N2)C(=O)O,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
3012,162667672,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)C4CC4,"2,95",,,,,,,,x,,,,,,,,,,,,,,x,,,
3013,162667866,CC(C)OC1=C(C=CC(=C1)NC2=CC(=CC3=C2C=C(N3)C(=O)O)NC(=O)C)F,"3,09",,,,,,,,x,,,,,,,,,,,,,,x,,,
3014,162668245,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNC(=O)CCNC3=CC=C(C4=NON=C34)[N+](=O)[O-])NO)Br)F,"0,011",,,,,,,,,,,,,,,,,,,,,,,,,x
3015,162668640,CC(C)CC(=O)N1CCCC2=C1C=CC(=C2)CNC(=O)C3=CSC=C3,"3,249",,,,,,,,,,,,,,,,,x,,,,,,,,
3016,162668823,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)Cl,"8,4",,,,,,,,x,,,,,,,,,,,,,,x,,,
3017,162669084,COC1=CC(=CC(=C1)SC2=CNC3=C2C=CC(=C3)Cl)OC,15,,,,,,,,x,,,,,,,,,,,,,,x,,,
3018,162669262,CCOC(=O)N1CCCC2=C1C=CC(=N2)[C@@H](C)NC(=O)C3=CC=C(C=C3)F,"0,003",,,,,,,,,,,,,,,,,,,,,,,,,x
3019,162669469,C1=CC2=C(C=CN2)C(=C1)NC3=C4C=C(NC4=C(C=C3)F)C(=O)O,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
3020,162669635,C1CN(CCC1C2=CC=CC=C2)C(=O)C(=NC3=CC(=C(C=C3)F)Cl)NO,14,,,,,,,,,,,,,,,,,,,,,,,,,x
3021,162669830,C[C@H](C1=NC2=C(C=C1)N(CCC2)C(=O)OCCOC)NC(=O)C3=CC=C(C=C3)F,"0,01",,,,,,,,,,,,,,,,,,,,,,,,,x
3022,162669847,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C(=O)NC4=CN=C(N=C4)OC,"0,045",,,,,,,,,,,,,x,,,,,,,,,,,,
3023,162670004,C1=CC(=C(C=C1NC(=O)C2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl)F,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
3024,162670115,C[C@@H](C1=CC2=C(C=C1)N(CCC2)C(=O)C3=CC(=CC=C3)Cl)NC(=O)C4=CC=C(C=C4)Cl,"0,025",,,,,,,,,,,,,,,,,,,,,,,,,x
3025,162670344,C1=CC(=C(C=C1C(=O)NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl)F,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
3026,162670360,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)OCC4CC4,"3,11",,,,,,,,x,,,,,,,,,,,,,,x,,,
3027,162670708,C1=CC(=CC(=C1)Br)C(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO,"0,105",,,,,,,,,,,,,,,,,,,,,,,,,x
3028,162670772,C1=CC(=C2C(=C1NC3=C4C=C(NC4=C(C=C3)F)C(=O)O)C=CN2)F,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
3029,162670798,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(NC3=C(C=C2)F)C(=O)O,"22,2",,,,,,,,x,,,,,,,,,,,,,,x,,,
3030,162671176,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NCC4=CC=C(C=C4)Cl,"0,8725",,,,,,,,,,,,,x,,,,,,,,,,,,
3031,162671242,C1=CC=C(C=C1)CSC(=O)SCCC2=CC=C(C=C2)O,"2,25",,,,,,,,,,,,,,,,,,,,,,,,,x
3032,162671307,COC1=CC=CC=C1SC2=CNC3=C2C=C(C=C3)I,45,,,,,,,,x,,,,,,,,,,,,,,x,,,
3033,162671410,COP(=O)(C)NCCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,"0,0533",,,,,,,,,,,,,,,,,,,,,,,,,x
3034,162672170,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=NC=C(C=C3)OC,"4,73",,,,,,,,x,,,,,,,,,,,,,,x,,,
3035,162672182,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC=C(C=C3)C(F)(F)F,"55,5",,,,,,,,x,,,,,,,,,,,,,,x,,,
3036,162672866,C1=CC(=CC=C1CCSC(=O)SCC2=C(C=C(C=C2)Cl)Cl)O,"0,25",,,,,,,,,,,,,,,,,,,,,,,,,x
3037,162672977,COC1=C(C=CC(=C1)NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)F,"54,4",,,,,,,,x,,,,,,,,,,,,,,x,,,
3038,162673042,C[C@@H](CNC1=CC=C(C=C1)Cl)C2CCC(CC2)C3=C4C=C(C=CC4=NC=C3)F,"0,0255",,,,,,,,,,,,,x,,,,,,,,,,,,
3039,162673442,C1=CC(=CC=C1C(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)F,"0,095",,,,,,,,,,,,,,,,,,,,,,,,,x
3040,162674578,C1CC(CCC1C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO)NS(=O)(=O)NC3=CC=CC=C3,"0,1965",,,,,,,,,,,,,,,,,,,,,,,,,x
3041,162674583,C1=CC=C(C=C1)CSC(=O)OCCN.Cl,"6,65",,,,,,,,,,,,,,,,,,,,,,,,,x
3042,162675040,C[C@H](C1=CC2=C(C=C1)N(CCC2)C(=O)C3=CC(=CC=C3)Cl)NC(=O)C4=CC=C(C=C4)Cl,"0,005",,,,,,,,,,,,,,,,,,,,,,,,,x
3043,162675842,CC1=CC(=C2C=C(N(C2=C1)C)C(=O)O)NC3=CC(=C(C=C3)F)Cl,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
3044,162676040,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NN=C(O4)NC5=CC=C(C=C5)OC,"0,165",,,,,,,,,,,,,x,,,,,,,,,,,,
3045,162676197,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNC3=CC=C(C4=NON=C34)[N+](=O)[O-])NO)Br)F,"0,0215",,,,,,,,,,,,,,,,,,,,,,,,,x
3046,162676915,CC1=CC2=C(C=CC(=C2N1)F)NC3=CC(=C(C=C3)F)Cl,100,,,,,,,,x,,,,,,,,,,,,,,x,,,
3047,162677228,C[C@H](C1=NC2=C(C=C1)N(CCC2)C3=NC=CN=C3)NC(=O)C4=CC=C(C=C4)F,"0,03",,,,,,,,,,,,,,,,,,,,,,,,,x
3048,162677264,CC1=CC=CC=C1SC2=CNC3=C2C=C(C=C3)Cl,21,,,,,,,,x,,,,,,,,,,,,,,x,,,
3049,162677332,C1=CC(=CC(=C1)O)CCSC(=O)SCC2=C(C=C(C=C2)Cl)Cl,"0,27",,,,,,,,,,,,,,,,,,,,,,,,,x
3050,162677382,C1=CC(=CC=C1CC(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)Br,"0,112",,,,,,,,,,,,,,,,,,,,,,,,,x
3051,163196366,C1=CC(=CC(=C1)Br)N=C(C2=CC(=CS2)CNC(=O)NC3=CC=C(C=C3)C#N)NO,"0,0616",,,,,,,,,,,,,,,,,x,,,,,,,,
3052,163196403,CCCNC(=O)NC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,"0,127",,,,,,,,,,,,,,,,,,,,,,,,,x
3053,163198551,CC1=C(C(=CC=C1)N2CCN(CC2)C(=O)CN3C4=C([C@@H]5C[C@@H]5C4)C(=N3)C(=O)N6CCC(CC6)OCCO)C,"0,00051",,,,,,,,,,,,,,,,,,,,,,,,,x
3054,163322246,CCCNC(=O)NC1=C(C=CC(=C1)C(=NC2=CC(=C(C=C2)F)Br)NO)N(CC(C)C)CC(C)C,"2,755",,,,,,,,,,,,,,,,,,,,,,,,,x
3055,163322247,CC(C)CN(CC(C)C)C1=C(C=C(C=C1)C(=NC2=CC(=C(C=C2)F)Br)NO)NC(=O)NC3=CC=C(C=C3)Cl,"0,965",x,,,,,,,,,,,,,,,,,,,,,,,,
3056,163322281,CC(=O)OCC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3C=CC(=O)C4(C)C,"0,17",,,,,x,,,,,,,,,,,,,,,,,,,,
3057,163408937,C1CN(C(=O)C=C1)C(=O)/C=C/C2=CC=CC=C2C3=CN=CN3,"0,084",,,,,,,x,,,,,,,,,,,,,,,,,,
3058,163831008,CCC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=C3N=CC(=C4)C#N)NC(=O)C5=CC=C(C=C5)Cl,"0,343",,,,,,,x,,,,,,,,,,,,,,,,,,
3059,164117215,CCC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=C3C=C(C=N4)C#N)NC(=O)C5=CC=C(C=C5)Cl,"0,357",,,,,,,x,,,,,,,,,,,,,,,,,,
3060,164515041,CC1=C(N2C=NC=C2S1)[C@@H](C3CCCCC3)O,"0,0373",,,,,,,x,,,,,,,,,,,,,,,,,,
3061,164515042,C1CCC(CC1)[C@H](C2=C(SC3=CN=CN32)C4CCC4)O,"0,0397",,,,,,,x,,,,,,,,,,,,,,,,,,
3062,164515043,C1CCC(CC1)C[C@H](C2=C(SC3=CN=CN32)C4CCC4)O,"0,0723",,,,,,,x,,,,,,,,,,,,,,,,,,
3063,164515044,C1CCC(CC1)[C@H](C2=C(SC3=CN=CN32)C4CCCC4)O,"0,131",,,,,,,x,,,,,,,,,,,,,,,,,,
3064,164515045,C1CCC(CC1)C[C@H](C2=C(SC3=CN=CN32)C4CCCC4)O,"0,19",,,,,,,x,,,,,,,,,,,,,,,,,,
3065,164515046,C1CCC(CC1)C[C@H](C2=C(SC3=CN=CN32)Cl)O,"0,0356",,,,,,,x,,,,,,,,,,,,,,,,,,
3066,164515047,C1CCC(C1)C[C@H](C2=C(SC3=CN=CN32)C4CC4)O,"0,0205",,,,,,,x,,,,,,,,,,,,,,,,,,
3067,164515048,C1CCCC(CC1)C[C@H](C2=C(SC3=CN=CN32)C4CC4)O,"0,0222",,,,,,,x,,,,,,,,,,,,,,,,,,
3068,164515049,CC1(CCC(C1)C[C@H](C2=C(SC3=CN=CN32)C4CC4)O)C,"0,0195",,,,,,,x,,,,,,,,,,,,,,,,,,
3069,164515050,CC1=C(N2C=NC=C2S1)C(C3=CC=C(C=C3)NC)O,"1,43",,,,,,,x,,,,,,,,,,,,,,,,,,
3070,164515051,CC1(CC[C@@H](C1)[C@H](C2=C(SC3=CN=CN32)C4CC4)O)C,"0,00599",,,,,,,x,,,,,,,,,,,,,,,,,,
3071,164515052,C1CC1C2=C(N3C=NC=C3S2)[C@@H](C4CCC(CC4)C5=CC=CC=C5)O,"0,00645",,,,,,,x,,,,,,,,,,,,,,,,,,
3072,164515053,CC1=C(N2C=NC=C2S1)C([C@@H]3C[C@@H]3C4=CC=CC=C4)O,"0,123",,,,,,,x,,,,,,,,,,,,,,,,,,
3073,164608995,CC(C(=O)NC1=CC=C(C=C1)Cl)N2CCC3C(C2)CCCN3C4=NC(=NC=C4)C(F)(F)F,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,x
3074,164609089,C1CC1OC(=O)N2CC3(CC3)C4=C2C=CC(=N4)C5(CC5)NC(=O)C6=CC=C(C=C6)F,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,x
3075,164609257,CC[C@H](C1CCC(CC1)C2=C(C(=NC=C2)OC)C(F)F)NC(=O)C3=CC=C(C=C3)Cl,"0,0032",,,,,,,,,,,,,,,,,,,,,,,,,x
3076,164609532,CC1=C2C(=C(C=C1)OC)CC3(C4=C2C(=O)C5=C(C4=O)C(=CN5)CCNC(=O)/C=C/C6=CC(=CC(=C6)OC)OC)C(=O)N(C(=O)N3C)C,42,,,,,,,,,,,,,,,,,,,,x,,,,,
3077,164610012,CC(C(=O)NC1=CC=C(C=C1)Cl)N2CCC3C(C2)CCN3C(=O)OC4CC4,"0,0135",,,,,,,,,,,,,,,,,,,,,,,,,x
3078,164610055,COC[C@H](C1CCC(CC1)C2=C(C(=NC=C2)OC)C(F)F)NC(=O)C3=CC=C(C=C3)Cl,"0,00305",,,,,,,,,,,,,,,,,,,,,,,,,x
3079,164610287,CC1=C2C(=C(C=C1)OC)CC3(C4=C2C(=O)C5=C(C4=O)C(=CN5)CCNC(=O)/C=C/C6=CC=CC=C6)C(=O)N(C(=O)N3C)C,"0,5781",,,,,,,,,,,,,,,,,,,,x,,,,,
3080,164610546,CC[C@H](C1CCC(CC1)C2=C3C(=CC=C2)OC(O3)(F)F)NC(=O)C4=CC=C(C=C4)Cl,"0,043",,,,,,,,,,,,,,,,,,,,,,,,,x
