STT,CID,SMILES,IC50 (uM),Substructure,"1,3-diphenylurea",1H-indazole,Beta-carboline,Dihydropyridine,Furan,"Imidazo(2,1-b)thiazole",Imidazole,Indole,Isoquinoline,"Naphtho(2,3-d)imidazole-4,9-dione","Naphtho(2,3-d)thiazole-4,9-dione",Naphthoquinone,Quinoline,Quinone,Quinoxaline,Thiohydantoin,Thiophene,Triazole,Tryptophan,"1H-indole-4,7-dione","5H-imidazo(5,1-a)isoindole",Brassinin,Tryptanthrin,"3-(1H-indol-3-yl)pyrrolidine-2,5-dione",Other
2877,162644091,C1=CC(=C2C(=C1NC3=C4C=C(NC4=C(C=C3)F)C(=O)O)C=C(N2)C(=O)O)F,2.72,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2878,162644107,C1=CC(=C(C=C1CC(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)Cl)Cl,0.054333333,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2879,162644781,C1=COC(=C1)C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO,1.072,Furan,,,,,x,,,,,,,,,,,,,,,,,,,,
2880,162645144,CC(C)(C)OC(=O)NCCSC(=O)SCC1=CC=CC=C1,10,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2881,162645485,C1=CC=C(C=C1)CSC(=O)OCC(C(=O)O)N.Cl,4.2,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2882,162645583,COC1=CC=CC=C1S(=O)(=O)C2=CNC3=C2C=C(C=C3)Cl,200,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2883,162645919,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)CO)Cl)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2884,162646004,C1=CC=C(C(=C1)C(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)F,0.083333333,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2885,162646443,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CN=C(C=C3)F,38.5,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2886,162646690,C1CN(CCC12COC3=C2C=CC(=C3)C(F)(F)F)CC(=O)NC4=CC=C(C=C4)Cl,0.26,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2887,162647012,C1=CC(=C(C=C1F)F)CC(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO,0.16,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2888,162647027,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)C4=CSC=C4,3.89,Indole,,,,,,,,x,,,,,,,,,x,,,,,x,,,
2889,162647604,CCC(C1CCC(CC1)C2=C3C=C(C=C(C3=NC=C2)F)F)NC4=NN=C(O4)C5=CC=C(C=C5)OC,0.0085,Quinoline,,,,,,,,,,,,,x,,,,,,,,,,,,
2890,162647809,C[C@H](C1=CC2=C(C=C1)N(CCO2)C(=O)C3=CC(=CC=C3)Cl)NC(=O)C4=CC=C(C=C4)Cl,0.003,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2891,162648046,CC1=C(C=CC(=C1)NC2=CC(=CC3=C2C=C(N3)C(=O)O)NC(=O)C)F,1.83,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2892,162648238,COC1=CC=C(C=C1)SC2=CNC3=C2C=C(C=C3)Cl,16,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2893,162648375,COC1=C(C=C(C=C1)NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2894,162648538,C1[C@@H](N2C(=CC(=C2Br)Br)C(=S)N1)CC(=O)O,92,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2895,162648601,C[C@H](C1=NC2=C(C=C1)N(CCC2)C(=O)C3=CC(=CC=C3)Cl)NC(=O)C4=CC=C(C=C4)F,0.026,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2896,162648620,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)NO)Cl)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2897,162648688,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)OCC(F)(F)F,4.62,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2898,162648946,C1=CC(=C(C=C1Cl)Cl)CSC(=O)SCCO,0.35,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2899,162648986,CC(=O)NC1=CC(=C2C=C(SC2=C1)C(=O)O)NC3=CC(=C(C=C3)F)Cl,100,Thiophene,,,,,,,,,,,,,,,,,x,,,,,,,,
2900,162649246,C[C@H](C1=NC2=C(C=C1)N(CCC2)C(=O)OC)NC(=O)C3=CC=C(C=C3)F,0.022,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2901,162649255,CC(C)(C)OC(=O)NCCSC(=O)SCC1=C(C=C(C=C1)Cl)Cl,1.35,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2902,162649405,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)/C(=N/O)/N)Cl)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2903,162649592,C[C@H](C1=NC2=C(C=C1)N(CCC2)C(=O)OC3CC3)NC(=O)C4=CC=C(C=C4)F,0.127,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2904,162649651,C1=CC(=CC=C1CCSC(=O)SCC2=C(C=C(C=C2)Cl)Cl)CO,0.195,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2905,162649722,CC1=CC(=CC=C1)SC2=CNC3=C2C=C(C=C3)Cl,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2906,162649817,COC1=CC(=C(C=C1)SC2=CNC3=C2C=C(C=C3)Cl)OC,50,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2907,162650001,C1=CC=C(C(=C1)CC(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)F,0.102666667,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2908,162650258,C1=CC(=CC=C1CC(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)F,0.107333333,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2909,162650363,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC(=O)C4=CC(=C(C=C4)OC)N5CCOCC5,0.021,Quinoline,,,,,,,,,,,,,x,,,,,,,,,,,,
2910,162650443,C1CN(CCC1C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO)S(=O)(=O)NC3=CC=CC=C3,0.124,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2911,162650496,C1=CC(=C(C=C1CC(=O)NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2912,162650576,CCN=C1C=C(C2=C(C1=O)NC(=C2)C(=O)O)NC3=CC(=C(C=C3)F)Cl,0.018,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2913,162650772,CN1C(=CC2=C(C=CC(=C21)F)NC3=CC(=C(C=C3)F)Cl)C(=O)O,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2914,162650851,CSC(=NC#N)SCC1=C(C=C(C=C1)Cl)Cl,2.3,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2915,162651047,CC1(C2=C(C=CC1=O)C3=C(C=C2)C4=C(C(=CO4)CO)C(=O)C3=O)C,3.205,Furan,,,,,x,,,,,,,,,,,,,,,,,,,,
2916,162651056,C1=CC(=C(C=C1NC2=CC(=CC3=C2C=C(N3)C(=O)O)C#N)Cl)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2917,162651191,C1=CC(=C(C=C1C2=NNN=C2C(=O)N)F)F,0.11,Triazole,,,,,,,,,,,,,,,,,,x,,,,,,,
2918,162651259,CC[C@@H](C(=O)NC1=CC=C(C=C1)Cl)N2CCC3(CC2)COC4=C3C=CC(=C4)C(F)(F)F,0.012,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2919,162651400,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C(=C3)OC)OC)OC,3.18,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2920,162651460,C1=CC(=CC=C1C(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)Br,0.117,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2921,162651892,C[C@H](C1=NC2=C(C=C1)N(CCC2)C3=NC=CC=N3)NC(=O)C4=CC=C(C=C4)F,0.024,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2922,162652720,COC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)Cl,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2923,162652759,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC=C(C=C3)F,5.28,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2924,162652883,COC1=CC(=C(C=C1)C(=O)O)NC2=C3C=C(NC3=C(C=C2)F)C(=O)O,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2925,162653019,C1CN(CCC1C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO)S(=O)(=O)NCC3=CC=CC=C3,0.262,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2926,162653205,C1=CC(=CC=C1CC(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)Cl,0.105,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2927,162653210,C1=CC(=C(C=C1Br)NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)F,28.1,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2928,162653359,C1=CC(=C(C=C1CNC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2929,162654036,C1=CC=C(C=C1)C(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO,0.268,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2930,162654144,CC1=C(C2=C(N1)C=CC(=C2)Cl)SC3=CC(=CC(=C3)OC)OC,45,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2931,162654316,C1=CC(=C(C=C1SC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2932,162654328,C[C@H](C1=NC2=C(C=C1)N(CCC2)C(=O)C3=CC(=CC=C3)Cl)NC(=O)C4=CC=C(C=C4)Cl,0.0016,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2933,162654556,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)OCC4=CC=CC=C4,10,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2934,162654565,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)C#N)C(=O)O)Cl)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2935,162654566,C1=CC(=C(C=C1Cl)Cl)CSC(=O)SCCN.Cl,1.015,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2936,162654652,COC1=CC(=CC(=C1)SC2=CNC3=C2C=CC(=C3Cl)Cl)OC,90,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2937,162654769,C1=CC(=C(C=C1NC(=O)CSC2=C(C=CC(=N2)C#N)C(F)(F)F)Cl)F,0.84,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2938,162654938,C1CN(CCC1C2=CC=NC3=CC=NN23)C(=O)C(=O)NC4=NC=C(C=C4)Cl,0.433,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2939,162655330,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CN=C(C=C3)OC,3.41,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2940,162655440,C1=CC(=CC(=C1)Cl)CC(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO,0.199,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2941,162655540,C[C@H](C1=NC2=C(C=C1)N(CCC2)C3=CC=CC=N3)NC(=O)C4=CC=C(C=C4)F,1.697,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2942,162655582,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl)C(F)(F)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2943,162655784,C1CN(CCC1C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO)C(=O)C3=CC=CC=C3,0.1935,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2944,162656025,C1=CC(=C(C=C1NC2=C3C=CNC3=C(C=C2)F)Cl)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2945,162656094,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNC(=O)CNC3=CC=C(C4=NON=C34)[N+](=O)[O-])NO)Br)F,3.1575,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2946,162656437,C1=CC(=C(C=C1C(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)Br)F,0.101666667,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2947,162656671,C[C@H](C1=NC2=C(C=C1)N(CCC2)C(=O)OC3COC3)NC(=O)C4=CC=C(C=C4)F,0.019,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2948,162656812,C[C@H](C1=NC2=C(C=C1)N(CCC2)C3=CN=CC=C3)NC(=O)C4=CC=C(C=C4)F,0.304,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2949,162656889,COC1=CC=CC=C1SC2=CNC3=C2C=C(C=C3)F,32,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2950,162656907,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)OC(F)(F)F,1.37,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2951,162656996,CCC(C1CCC(CC1)OC2=CC=NC3=CC=CC=C32)NC4=NN=C(O4)C5=CC=C(C=C5)OC,0.459,Quinoline,,,,,,,,,,,,,x,,,,,,,,,,,,
2952,162657152,C1=CC=C(C=C1)CCC2=CC=CC=C2CSC(=O)OCC(C(=O)O)N.Cl,0.94,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2953,162657244,C1=CC(=CC(=C1)F)C(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO,0.134666667,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2954,162657719,COC1=CC(=CC(=C1)SC2=CNC3=CC=CC=C32)OC,25,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2955,162657940,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)N)Cl)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2956,162658315,C1=CC(=C(C=C1N=C(C(=O)C2=CN=CS2)NO)Br)F,1.772,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2957,162658413,COC1=CC(=CC(=C1)NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)C(F)(F)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2958,162658462,C1=CC=C(C=C1)C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO,0.919,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2959,162658470,COC1=CC=CC=C1SC2=CNC3=C2C=C(C=C3)Br,24,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2960,162658506,COC1=CC(=CC(=C1)NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2961,162658724,CC1=C(SC=C1)C(=O)CC2=C(C(=O)C3=CC=CC=C3C2=O)C,40,Naphthoquinone,,,,,,,,,,,,x,,,,,x,,,,,,,,
2962,162658766,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC=C(C=C3)OC(F)(F)F,23.7,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2963,162658799,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)C#N)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2964,162658821,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl)OC(F)(F)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2965,162658863,CCOC1=CC2=C(C=C1)NC=C2SC3=CC=CC=C3OC,200,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2966,162659106,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC=C(C=C3)OC,1.71,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2967,162659110,C1=CC(=C(C=C1N=C(C(=O)N)NO)Cl)F,24,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2968,162659158,CCC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)C(F)(F)F)NC4=NN=C(O4)C5=CC=C(C=C5)OC,0.05,Quinoline,,,,,,,,,,,,,x,,,,,,,,,,,,
2969,162659400,C[C@H](C1=NC2=C(C=C1)N(CCC2)C(=O)OCC(F)(F)F)NC(=O)C3=CC=C(C=C3)F,0.281,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2970,162659409,CCOC1=C(C=CC(=C1)NC2=CC(=CC3=C2C=C(N3)C(=O)O)NC(=O)C)F,2.2,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2971,162659851,C1=CC(=C(C=C1N=C(C(=O)NCCCNS(=O)(=O)N)NO)Cl)F,1.2,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2972,162659908,C1=CC(=CC=C1C(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)Cl,0.113,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2973,162660160,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)OC(F)(F)F)F,16.3,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2974,162660312,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Br)F,9.93,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2975,162660379,C1CC(CCC1C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO)C(=O)NC3=CC=CC=C3,0.1735,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2976,162660510,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=NC=C(C=C3)F,10.8,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2977,162660635,C[C@H](C1=NC2=C(C=C1)N(CCC2)C(=O)C3(CC3)C(F)(F)F)NC(=O)C4=CC=C(C=C4)F,0.02,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2978,162660705,CCNC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)Cl,1.75,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2979,162660785,CCOCC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)C(F)(F)F)NC4=NN=C(O4)C5=CC=C(C=C5)OC,0.0545,Quinoline,,,,,,,,,,,,,x,,,,,,,,,,,,
2980,162661028,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)OC4=CC=CC=C4,5.83,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2981,162661070,C1=CC(=C(C=C1CC(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)F)F,0.052666667,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2982,162661289,CC(C1CCC2(CC1)C3=C(CN2C)C=C(C=C3)C(F)(F)F)C(=O)NC4=CC=C(C=C4)Cl,0.0083,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2983,162661442,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)F,1.17,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2984,162661919,C[C@H](C1=NC2=C(C=C1)N(CCC2)C(=O)OC3CCC3)NC(=O)C4=CC=C(C=C4)F,0.0008,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2985,162662030,C[C@H](C1=NC2=C(C=C1)N(CCC2)C3=NC(=NC=C3)C#N)NC(=O)C4=CC=C(C=C4)F,0.015,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2986,162662035,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)F)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2987,162662091,CCCOC1=C(C=CC(=C1)NC2=CC(=CC3=C2C=C(N3)C(=O)O)NC(=O)C)F,1.48,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2988,162662415,C1=CC(=C(C=C1NC(=O)NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl)F,100,"1,3-diphenylurea",x,,,,,,,x,,,,,,,,,,,,,,x,,,
2989,162662485,COC1=CC(=CC(=C1)SC2=CNC3=C2C=CC=C3Cl)OC,200,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2990,162662621,CS(=O)(=O)NCCCNC(=O)C(=NC1=CC(=C(C=C1)F)Br)NO,0.34,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2991,162662675,COC1=CC(=CC(=C1)SC2=CNC3=C2C=CC=N3)OC,200,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2992,162663060,C[C@H](C1=NC2=C(C=C1)N(CCC2)C3=NC=NC=C3)NC(=O)C4=CC=C(C=C4)F,0.0017,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2993,162663129,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)OC,1.23,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2994,162663203,C1CC(CCC1CNC(=O)C2=CC=CC=C2)C(=O)C(=NC3=CC(=C(C=C3)F)Br)NO,0.142,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2995,162663271,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl)Cl,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
2996,162663315,C[C@H](C1=CC2=C(C=C1)N(CCC2(F)F)C(=O)C3=CC(=CC=C3)Cl)NC(=O)C4=CC=C(C=C4)Cl,0.007,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2997,162663453,C1=CC(=C(C=C1Cl)Cl)CSC(=O)OCCN.Cl,2.2,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2998,162663481,COC1=CC=C(C=C1)CCSC(=O)SCC2=C(C=C(C=C2)Cl)Cl,0.235,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2999,162663643,C1CN(CCC1C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO)S(=O)(=O)N,0.054,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
3000,162663671,CC1=NC=CC(=N1)N2CCCC3=C2C=CC(=N3)[C@@H](C)NC(=O)C4=CC=C(C=C4)F,0.0037,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
3001,162663724,CC(C)(C)OC(=O)NCCOC(=O)SCC1=C(C=C(C=C1)Cl)Cl,0.995,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
3002,162663853,C1=CC=C(C=C1)CSC(=O)SCCC2=CC(=CC=C2)O,1.6,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
3003,162664646,C1CCC(CC1)CC(=NC2=CC(=C(C=C2)F)Br)NO,0.5375,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
3004,162664664,C1=CC=C(C(=C1)C(=NC2=CC=C(C3=NON=C23)[N+](=O)[O-])NO)Br,0.07,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
3005,162664987,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC=C(C=C3)OC(F)F,3.18,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
3006,162665552,C1=CSC(=C1)C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO,0.1945,Thiophene,,,,,,,,,,,,,,,,,x,,,,,,,,
3007,162665880,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C#N)Cl)F,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
3008,162666191,C[C@H](C1=NC2=C(C=C1)N(CCC2)C3=NC(=NC=C3)C(F)(F)F)NC(=O)C4=CC=C(C=C4)F,0.042,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
3009,162666670,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC=CC4=C3C=NN4,7.52,1H-indazole,,x,,,,,,x,,,,,,,,,,,,,,x,,,
3010,162666992,CC(C)(C)OC(=O)NCCOC(=O)SCC1=CC=CC=C1,6.5,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
3011,162667611,CC(=O)NC1=C2C(=C(C=C1)NC3=CC(=C(C=C3)F)Cl)C=C(N2)C(=O)O,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
3012,162667672,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)C4CC4,2.95,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
3013,162667866,CC(C)OC1=C(C=CC(=C1)NC2=CC(=CC3=C2C=C(N3)C(=O)O)NC(=O)C)F,3.09,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
3014,162668245,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNC(=O)CCNC3=CC=C(C4=NON=C34)[N+](=O)[O-])NO)Br)F,0.011,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
3015,162668640,CC(C)CC(=O)N1CCCC2=C1C=CC(=C2)CNC(=O)C3=CSC=C3,3.249,Thiophene,,,,,,,,,,,,,,,,,x,,,,,,,,
3016,162668823,CC(=O)NC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)Cl,8.4,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
3017,162669084,COC1=CC(=CC(=C1)SC2=CNC3=C2C=CC(=C3)Cl)OC,15,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
3018,162669262,CCOC(=O)N1CCCC2=C1C=CC(=N2)[C@@H](C)NC(=O)C3=CC=C(C=C3)F,0.003,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
3019,162669469,C1=CC2=C(C=CN2)C(=C1)NC3=C4C=C(NC4=C(C=C3)F)C(=O)O,100,Indole,,,,,,,,x,,,,,,,,,,,,,,x,,,
3020,162669635,C1CN(CCC1C2=CC=CC=C2)C(=O)C(=NC3=CC(=C(C=C3)F)Cl)NO,14,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
3021,162669830,C[C@H](C1=NC2=C(C=C1)N(CCC2)C(=O)OCCOC)NC(=O)C3=CC=C(C=C3)F,0.01,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
3022,162669847,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C(=O)NC4=CN=C(N=C4)OC,0.045,Quinoline,,,,,,,,,,,,,x,,,,,,,,,,,,
