STT,CID,SMILES,IC50 (uM)
4048,152878566,CCC(C1[C@H]2[C@@H]1CC(C2)OC3=CC=NC4=CC=CC=C43)NC(=O)C5=CC=C(C=C5)Cl,50
4049,152878566,CCC(C1[C@H]2[C@@H]1CC(C2)OC3=CC=NC4=CC=CC=C43)NC(=O)C5=CC=C(C=C5)Cl,50
4050,152977453,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC56CC(C5)(C6)NC(=O)CC#N,0.636
4051,152982270,CNS(=O)(=O)N1CC(C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.069
4052,153037818,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC56CC(C5)(C6)NC(=O)CO,0.597
4053,153114252,C1CC1S(=O)(=O)N2CC(C2)CNC3=NON=C3C(=NC4=CC(=C(C=C4)F)Br)NO,0.167
4054,153288825,CC[C@H](C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)NC(=O)C5=CC(=C(C=C5)Cl)F,0.0039
4055,153288826,CCC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=C3N=CC=C4)NC(=O)C5=CC=C(C=C5)Cl,0.033
4056,153288852,CCC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=C3N=CC(=C4)F)NC(=O)C5=CC=C(C=C5)Cl,0.019
4057,153288860,CC[C@H](C1[C@H]2[C@@H]1CC(C2)N3C(=NC4=C3C=C(C=C4)F)C)NC(=O)C5=CC=C(C=C5)Cl,0.0092
4058,153288869,CC[C@H](C1[C@H]2[C@@H]1CC(C2)N3C=NC4=C3C=C(C=C4)C#N)NC(=O)C5=CC=C(C=C5)C#N,0.035
4059,153288903,CCC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)NC(=O)C5=CC=C(C=C5)Cl,0.001
4060,153288903,CCC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)NC(=O)C5=CC=C(C=C5)Cl,0.0061
4061,153288963,CCC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)Cl)Cl)NC(=O)C5=CC=C(C=C5)Cl,0.012
4062,153288976,CCC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=C3C=CN=C4)NC(=O)C5=CC=C(C=C5)Cl,0.022
4063,153289014,CC[C@H](C1[C@H]2[C@@H]1CC(C2)N3C=NC4=C3C=C(C=C4)Cl)NC(=O)C5=CC=C(C=C5)C#N,0.052
4064,153289029,CCC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)NC(=O)C5=CC=C(C=C5)Cl,0.0046
4065,153289030,C[C@H](C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)NC(=O)C5=CC=C(C=C5)Cl,0.0053
4066,153289037,CCC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=C3C=CC(=C4)F)NC(=O)C5=CC=C(C=C5)Cl,0.0026
4067,153289061,CCC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=C3C(=CC=C4)F)NC(=O)C5=CC=C(C=C5)Cl,0.0052
4068,153289065,CC[C@H](C1[C@H]2[C@@H]1CC(C2)N3C=NC4=C3C=C(C=C4)Cl)NC(=O)C5=CC=C(C=C5)Cl,0.0034
4069,153289109,CCC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=C3C=NC=C4)NC(=O)C5=CC=C(C=C5)Cl,0.03
4070,153289135,CCC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=C3C=CC=N4)NC(=O)C5=CC=C(C=C5)Cl,0.068
4071,153289141,CCC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=C3C=C(C=C4F)F)NC(=O)C5=CC=C(C=C5)Cl,0.007
4072,153289161,CCC(C1[C@H]2[C@@H]1CC(C2)NC(=O)C3=CC(=CN=C3)F)NC(=O)C4=CC=C(C=C4)Cl,0.0062
4073,153289164,CCC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=C3C(=CC(=C4)F)F)NC(=O)C5=CC=C(C=C5)Cl,0.0062
4074,153315553,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC56CC(C5)(C6)CCO,0.055
4075,153315567,C[C@@H](C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CC=C(C=C5)C6=CN(N=C6)C(C)C,0.504
4076,153315569,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CC=C(C=C5)C(F)(F)F,0.00336
4077,153315578,C[C@@H](C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CC=C(C=C5)C6=CN(N=C6)COC=O,5.546
4078,153315582,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CN(N=C5)C,0.141
4079,153315589,C1CC1C(C2[C@H]3[C@@H]2CC(C3)OC4=C5C=C(C=CC5=NC=C4)F)C(=O)NC6=CN(N=C6)C(F)F,0.00285
4080,153315604,CC(C1[C@H]2[C@@H]1CC(C2)OC3=CC=CC4=C3C=C(C=C4)F)C(=O)NC5=NC=C(C=C5)C#N,0.002
4081,153315605,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC56CC(C5)(C6)N,1.602
4082,153315606,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CN6C=CN=C6C=C5,0.11
4083,153315612,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC56CC(C5)(C6)NC(=O)CCO,0.511
4084,153315619,C1CC1C(C2[C@H]3[C@@H]2CC(C3)OC4=C5C=C(C=CC5=NC=C4)F)C(=O)NC6=CC=C(C=C6)Cl,0.00082
4085,153315623,C[C@@H](C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CC=C(C=C5)C6=NC=C(C=C6)Cl,0.303
4086,153315632,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=NN(C=C5)CC(F)(F)F,0.0179
4087,153315648,CC[C@H](C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)NC(=O)C56CC(C5)(C6)F,0.426
4088,153315648,CC[C@H](C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)NC(=O)C56CC(C5)(C6)F,0.426
4089,153315651,C1CC1C(C2[C@H]3[C@@H]2CC(C3)OC4=C5C=C(C=CC5=NC=C4)F)C(=O)NC6=NC=C(C=C6)N7C=NC=N7,0.0042
4090,153354331,CC(C)(C(=O)NC1=CC=C(C=C1)Cl)N2CCC3(CC2)COC4=C3C=CC(=C4)C(F)(F)F,0.011
4091,153354339,C1CN(CCC12COC3=C2C=CC(=C3)C(F)(F)F)C(CCO)C(=O)NC4=CC=C(C=C4)Cl,0.086
4092,153354343,CC(C(=O)NC1=CC=C(C=C1)Cl)N2CCC3(CCC4=CC=CC=C43)CC2,0.039
4093,153354346,CC[C@H](C(=O)NC1=CC=C(C=C1)Cl)N2CCC3(CC2)COC4=C3C=CC(=C4)C(F)(F)F,0.109
4094,153354348,CCC(C(=O)NC1=CC=C(C=C1)Cl)N2CCC3(CC2)CCOC4=C3C=CC(=C4)C(F)(F)F,0.012
4095,153354348,CCC(C(=O)NC1=CC=C(C=C1)Cl)N2CCC3(CC2)CCOC4=C3C=CC(=C4)C(F)(F)F,0.36
4096,153434844,C[C@@H](CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)NC(=O)CS(=O)(=O)N,0.019
4097,153434844,C[C@@H](CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)NC(=O)CS(=O)(=O)N,0.093
4098,153434859,C1C(CS1(=O)=O)C(=O)NCCSC2=NON=C2C(=NC3=CC(=C(C=C3)F)C(F)F)NO,0.013
4099,153434859,C1C(CS1(=O)=O)C(=O)NCCSC2=NON=C2C(=NC3=CC(=C(C=C3)F)C(F)F)NO,0.07
4100,153434865,C1=CC(=CC(=C1)Cl)N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO,0.01
4101,153434865,C1=CC(=CC(=C1)Cl)N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO,0.021
4102,153434865,C1=CC(=CC(=C1)Cl)N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO,0.22
4103,153434882,C1=CC(=CC(=C1)N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO)C(F)(F)F,0.012
4104,153434882,C1=CC(=CC(=C1)N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO)C(F)(F)F,0.14
4105,153528093,C1CC1C2=C(N3C=NC=C3S2)C(CC4CCC(CC4)(F)F)O,0.0285
4106,153581829,CC1=NC=CC(=N1)N2C[C@@H]3C[C@@H]3C4=C2C=CC(=N4)C5(CC5)NC(=O)C6=CC=C(C=C6)F,0.002
4107,153581829,CC1=NC=CC(=N1)N2C[C@@H]3C[C@@H]3C4=C2C=CC(=N4)C5(CC5)NC(=O)C6=CC=C(C=C6)F,0.016
4108,154573629,C[C@H](C(=O)NC1=CC=C(C=C1)F)C23CC(C2)(C3)NC(=O)C4=CC(=CC=C4)Cl,0.0031
4109,154573629,C[C@H](C(=O)NC1=CC=C(C=C1)F)C23CC(C2)(C3)NC(=O)C4=CC(=CC=C4)Cl,0.121
4110,154601080,C1CC2=C([C@H]1N=C(C3=NON=C3NCC(=O)NCC(CO)O)NO)C=C(C=C2)F,0.0625
4111,154601082,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3SC4CN(C4)C(=O)COO)NO,0.0458
4112,154601085,CC(CNC(=O)CNC1=NON=C1C(=N[C@H]2CCC3=C2C=C(C=C3)F)NO)O,0.0541
4113,154601087,C[C@H]1C[C@@H](C2=CC=CC=C12)N=C(C3=NON=C3N)NO,1.739
4114,154601090,CS(NCCSC1=NON=C1C(=NC2CCC3=C2C=C(C=C3)F)NO)(O)O,5.901
4115,154601093,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3NCC(=O)N)NO,0.021
4116,154601093,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3NCC(=O)N)NO,0.0449
4117,154601093,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3NCC(=O)N)NO,0.045
4118,154601093,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3NCC(=O)N)NO,0.053
4119,154601093,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3NCC(=O)N)NO,0.397
4120,154601100,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3SC[C@@H](CNS(=O)(=O)N)O)NO,0.0467
4121,154702349,CC1(CN(CCN1C(=O)O)C2=CC(=CC3=CN=CN23)Br)C,0.158
4122,154702349,CC1(CN(CCN1C(=O)O)C2=CC(=CC3=CN=CN23)Br)C,0.3
4123,154702356,CN1C(=[NH2+])C(C(=O)N(C1=O)C)N2CCN(CC2)C3=CC(=CC4=CN=CN34)C(F)(F)F,0.794
4124,155005346,C[C@@H](C(=O)NCCO)NC1=NON=C1C(=N[C@H]2CC3=C2C=C(C=C3)F)NO,0.14
4125,155005349,C1[C@@H](C2=C1C=CC(=C2)Br)N=C(C3=NON=C3NCC(=O)NCCO)NO,0.0827
4126,155005393,C1CC2=C(C1NC(C3=NON=C3NCC(=O)NCCO)NO)C(=C(C=C2)F)F,0.372
4127,155005431,C1[C@@H](C2=C1C=CC(=C2)Cl)N=C(C3=NON=C3NCC(=O)NCCO)NO,0.049
4128,155093172,C1CC(C1)(C2=CC3=C(C=C2)N(CC3)C(=O)OC4CC4)C(=O)NC5=CC=C(C=C5)F,0.00045
4129,155093172,C1CC(C1)(C2=CC3=C(C=C2)N(CC3)C(=O)OC4CC4)C(=O)NC5=CC=C(C=C5)F,0.0014
4130,155093172,C1CC(C1)(C2=CC3=C(C=C2)N(CC3)C(=O)OC4CC4)C(=O)NC5=CC=C(C=C5)F,0.041
4131,155227625,C1C(CN1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.182
4132,155237783,C1CN(CC1(CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)O)S(=O)(=O)N,0.101
4133,155237832,C1CN(CC1CSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.107
4134,155237839,CN(C)S(=O)(=O)N1CCC(C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.183
4135,155237842,C1CN(CC1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)O,0.069
4136,155237844,C1C(CN1S(=O)(=O)N)COC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.34
4137,155237845,CN1CCC(C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.173
4138,155237847,C1CN(CC1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)C4COC4,0.096
4139,155237892,CN(C)C(=O)C(=O)N1CC(C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.183
4140,155270639,C1CC2(CCN(C1)C(=O)C(=O)NC3=CC=C(C=C3)Cl)COC4=C2C=CC(=C4)C(F)(F)F,0.7
4141,155280243,C1CN(CCC1C2=C3C=C(C=CC3=NC=C2)F)C(=O)C(=O)NC4=CC=C(C=C4)C#N,0.036
4142,155391318,CC(C1=NC2=C(C=C1)N(CCC2)C(=O)OC3CC3)C4=NC5=C(N4)C=C(C=C5)Cl,0.001147
4143,155399491,C1CC2=C(C=CC(=N2)C3(CCC3)C4=NC5=C(N4)C=C(C=N5)Cl)N(C1)C(=O)OC6CC6,0.001375
4144,155399532,C1CC2=C(C=CC(=N2)C3(CCC3)C4=NC5=C(N4)C=C(C=C5)Cl)N(C1)C(=O)OC6CC6,0.0006928
4145,155399577,C1CC2=C(C=CC(=N2)C3(CCC3)C4=NC5=C(N4)C=C(C=N5)C(F)(F)F)N(C1)C(=O)OC6CC6,0.001349
4146,155510561,CCOP(=O)(CC)N1CCC(CC1)NC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.2
4147,155511297,C1C(C2=C1C=C(C=C2)F)N=C(C3=NON=C3N)NO,0.15
4148,155511297,C1C(C2=C1C=C(C=C2)F)N=C(C3=NON=C3N)NO,0.735
4149,155511361,COC1=CC=CC=C1C(C2=CC=CC=C2)ON.Cl,1.11
4150,155511361,COC1=CC=CC=C1C(C2=CC=CC=C2)ON.Cl,23
4151,155511756,CS(=O)(=O)CCC(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.0076
4152,155511756,CS(=O)(=O)CCC(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.14
4153,155511770,COP(=O)(C)NCCCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.0189
4154,155511770,COP(=O)(C)NCCCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.121
4155,155512330,C1=CC=C(C=C1)C(COC2=CC=CC=C2C3=CN=CN3)O,7.2
4156,155512917,CC1=CC=CC=C1NC(=O)[C@@H](CC2=CC=CC=C2)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,10
4157,155513388,CC1=CC(=C(C=C1)C(C2=CC=C(C=C2)Cl)ON)O.Cl,1.76
4158,155513720,C1C(CC2=CC=CC=C21)N=C(C3=NON=C3N)NO,43.8
4159,155513747,C1=CC=C2C(=C1)N=CN2CC3=CC=CC(=C3)CNC(=O)C4=CC5=C(N4)C=CC(=C5)O,0.781
4160,155514083,C1=CC=C(C=C1)C(C2=CC=C(C=C2)O)ON.Cl,2.89
4161,155514242,CCOP(=O)(CC1=CC=CC2=CC=CC=C21)NCCNC3=NON=C3C(=NC4=CC(=C(C=C4)F)Br)NO,0.126
4162,155514258,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)ON)Cl.Cl,1.09
4163,155514258,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)ON)Cl.Cl,3
4164,155514316,C1=CC=C(C=C1)C(C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)ON.Cl,3.35
4165,155514339,CCCP(=O)(NCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)OCC,0.0372
4166,155514783,CCOP(=O)(C1=CC=CC=C1)NCCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.132
4167,155515087,CS(=O)(=O)CC(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)C(F)F)NO,0.014
4168,155515087,CS(=O)(=O)CC(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)C(F)F)NO,0.1
4169,155516616,C1COC(=O)N1CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0168
4170,155516616,C1COC(=O)N1CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0715
4171,155516651,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCC3=CC(=CC=C3)CN4C=NC5=CC=CC=C54,0.636
4172,155516689,C1=CC=C(C=C1)C(CCC2=CC(=CC=C2)Cl)ON.Cl,6.74
4173,155516689,C1=CC=C(C=C1)C(CCC2=CC(=CC=C2)Cl)ON.Cl,7
4174,155517655,CC1=C(C=C(C=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=C(C4=CC=CC=C4C(=C3)N=O)O)F,2.22
4175,155518566,C1=CC=C(C=C1)C(C2=CC=CC=C2F)ON.Cl,1.26
4176,155518566,C1=CC=C(C=C1)C(C2=CC=CC=C2F)ON.Cl,12
4177,155518865,COCCN1CCN(S1(=O)=O)CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0222
4178,155518865,COCCN1CCN(S1(=O)=O)CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0785
4179,155519004,COP(=O)(C)NCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Cl)NO,0.0179
4180,155519650,CC1=CC=CC=C1NC(=O)[C@@H](CC2=CC=CC=C2)NC3=CC(=O)C4=CC=CC=C4C3=O,10
4181,155519816,C1=CC=C2C(=C1)C=C(N2)C(=O)NCC3=CC(=CC=C3)CN4C=NC5=CC=CC=C54,0.072
4182,155519816,C1=CC=C2C(=C1)C=C(N2)C(=O)NCC3=CC(=CC=C3)CN4C=NC5=CC=CC=C54,0.072
4183,155519816,C1=CC=C2C(=C1)C=C(N2)C(=O)NCC3=CC(=CC=C3)CN4C=NC5=CC=CC=C54,0.083
4184,155519816,C1=CC=C2C(=C1)C=C(N2)C(=O)NCC3=CC(=CC=C3)CN4C=NC5=CC=CC=C54,0.14
4185,155520130,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(CC(C)C)C3CCCCC3)NC4=NC(=CS4)C5=CC=CC=C5,0.341
4186,155520170,C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)ON.Cl,5
4187,155520170,C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)ON.Cl,7.15
4188,155521897,C1=CC=C(C=C1)C(C2=CC=CC=C2Br)ON.Cl,1.46
4189,155521897,C1=CC=C(C=C1)C(C2=CC=CC=C2Br)ON.Cl,17
4190,155522016,C1CN(S(=O)(=O)C1)CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0214
4191,155522016,C1CN(S(=O)(=O)C1)CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0465
4192,155522175,C1=CC=C2C(=C1)N=CN2CC3=CC=CC(=C3)CNC(=O)C4=CC=C(C=C4)Cl,0.477
4193,155524514,CCOP(=O)(CC1=CC=CC=C1)NCCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.119
4194,155524534,CC1=CC(=C(C(=C1C(=O)OC2=C(C(=C(C(=C2C)OC)C(=O)OC3=CC(=C(C(=C3C)C)C(=O)O)OC)C)O)O)C)O,14.5
4195,155525014,C1=CC=C(C=C1)CCC(C2=CC=CC=C2F)ON.Cl,14.7
4196,155525014,C1=CC=C(C=C1)CCC(C2=CC=CC=C2F)ON.Cl,16
4197,155525566,COP(=O)(C)NCCNC1=NON=C1C(=NC2=CC(=CC=C2)Cl)NO,0.0144
4198,155525993,COP(=O)(C)NCCNC1=NON=C1C(=NC2=CC=CC(=C2)C#N)NO,0.036
4199,155528885,C1=CC(=CC(=C1)N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO)C#N,0.044
4200,155528885,C1=CC(=CC(=C1)N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO)C#N,0.24
4201,155529610,CCOP(=O)(CC)NCCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.044
4202,155529671,CCCN1C2=C(N=C1SCC3=CC=CC(=C3)C)N(C(=O)NC2=O)C,96.87
4203,155529868,CC1=CC(=CC=C1)N=C(C2=NON=C2NCCNP(=O)(C)OC)NO,0.094
4204,155530161,COP(=O)(C)N1CCCC(C1)NC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.148
4205,155530398,COP(=O)(C)NCCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Cl)NO,0.035
4206,155530883,C1=CC=C(C=C1)CCC2=CC=CC=C2C3=NNN=C3,100
4207,155530883,C1=CC=C(C=C1)CCC2=CC=CC=C2C3=NNN=C3,100
4208,155531195,CCCCN(CCCC)C1=C(C=C(C=C1)/C(=C/C(=O)O)/C)NC(=O)N/N=C/C2=CC=C(C=C2)Cl,3.87
4209,155531195,CCCCN(CCCC)C1=C(C=C(C=C1)/C(=C/C(=O)O)/C)NC(=O)N/N=C/C2=CC=C(C=C2)Cl,14.44
4210,155531250,C1=CC(=C(C=C1N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO)C#N)F,0.039
4211,155531250,C1=CC(=C(C=C1N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO)C#N)F,0.15
4212,155531385,CCCCN(CCCC)C1=C(C=C(C=C1)/C(=C/C(=O)O)/C)NC(=O)N/N=C/C2=CC=CC=C2C(F)(F)F,2.83
4213,155531385,CCCCN(CCCC)C1=C(C=C(C=C1)/C(=C/C(=O)O)/C)NC(=O)N/N=C/C2=CC=CC=C2C(F)(F)F,12.35
4214,155531812,C1=CC=C2C(=C1)N=CN2CC3=CC=CC(=C3)CNC(=O)C4=CC=C(C=C4)Br,0.134
4215,155532036,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3SCC(=O)NCCO)NO,0.017
4216,155532036,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3SCC(=O)NCCO)NO,0.023
4217,155532036,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3SCC(=O)NCCO)NO,0.073
4218,155532036,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3SCC(=O)NCCO)NO,0.332
4219,155532280,CCCN1C2=C(N=C1SCC3=CC=C(C=C3)F)N(C(=O)NC2=O)C,96.87
4220,155532641,C1=CC=C(C=C1)CC2=CC=CC=C2C3=NNN=C3,105
4221,155533149,C1CCC(CC1)C(C2=CC=CC=C2)ON.Cl,21
4222,155533289,C1=CC=C(C=C1)C(C2=C(C(=CC=C2)Cl)Cl)ON.Cl,1.87
4223,155533289,C1=CC=C(C=C1)C(C2=C(C(=CC=C2)Cl)Cl)ON.Cl,8
4224,155536043,C1=CC=C2C(=C1)NC(=N2)C(=O)NCC3=CC(=CC=C3)CN4C=NC5=CC=CC=C54,0.407
4225,155536067,CCOP(=O)(CC)NCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.0208
4226,155536067,CCOP(=O)(CC)NCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.078
4227,155536135,CC(C)CN(CC(C)C)C1=C(C=C(C=C1)/C(=C/C(=O)O)/C)NC(=O)N/N=C/C2=CC=CC=C2F,1.95
4228,155536135,CC(C)CN(CC(C)C)C1=C(C=C(C=C1)/C(=C/C(=O)O)/C)NC(=O)N/N=C/C2=CC=CC=C2F,10.1
4229,155536325,CC1=C(C=CC(=C1)N=C(C2=NON=C2NCCNP(=O)(C)OC)NO)F,0.023
4230,155536365,C1=CC=C(C=C1)C(C2=CC(=CC(=C2)Cl)Cl)ON.Cl,0.87
4231,155536365,C1=CC=C(C=C1)C(C2=CC(=CC(=C2)Cl)Cl)ON.Cl,2
4232,155536449,CCOC1=CC=C(C=C1)/C=N/NC(=O)C2=C(C=CC3=CC=CC=C32)O,27.3
4233,155539267,COP(=O)(C)NCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.0101
4234,155539267,COP(=O)(C)NCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.104
4235,155539290,CC1=CC(=CC=C1)NC(=O)NC2=C(C=CC(=C2)C3=C(OC(=C3C(=O)O)C)C)N(CC(C)C)C4CCCCC4,0.0527
4236,155540830,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(C)C3CCCCC3)NC(=O)NC4=CC=CC=C4F,0.0295
4237,155540952,C1=CC=C(C=C1)C(C2=CC(=CC=C2)Br)ON.Cl,0.59
4238,155540952,C1=CC=C(C=C1)C(C2=CC(=CC=C2)Br)ON.Cl,1
4239,155541165,CCN(C1CCCCC1)C2=C(C=C(C=C2)C3=C(OC(=C3C(=O)O)C)C)NC(=O)NC4=CC=CC=C4F,0.0074
4240,155541436,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3NCCNS(=O)(=O)N)NO,0.024
4241,155541436,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3NCCNS(=O)(=O)N)NO,0.029
4242,155541436,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3NCCNS(=O)(=O)N)NO,0.05
4243,155541436,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3NCCNS(=O)(=O)N)NO,0.346
4244,155541799,C1=CC=C(C=C1)C(C2=CC(=CC=C2)C(F)(F)F)ON.Cl,1.73
4245,155542022,CCN(C1CCCCC1)C2=C(C=C(C=C2)C3=C(OC(=C3C(=O)O)C)C)NC(=O)NC4=CC=CC=C4C,0.151
4246,155544755,CCCP(=O)(NCCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)OCC,0.143
4247,155546342,CC1=CC=C(C=C1)C(=O)NCC2=CC(=CC=C2)CN3C=NC4=CC=CC=C43,0.327
4248,155547279,CCN(C1CCCCC1)C2=C(C=C(C=C2)C3=C(OC(=C3C(=O)O)C)C)NC(=O)NC4=CC=C(C=C4)F,0.0096
4249,155547734,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(CC(C)C)CC(C)C)NC(=O)NC3=CC=CC=C3F,0.0071
4250,155547809,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(CC(C)C)C3CCCCC3)NC(=O)NC4=CC=CC=C4F,0.0033
